chunk_id,source_id,sport,category,title,organization,text
C0103,S32,Basketball,Nutrition,NCAA Basketball - Sports Science and Performance Nutrition Guidelines,NCAA Sport Science Institute,"playing time. - During timeouts: sips of fluid only. POST-GAME RECOVERY NUTRITION - The NCAA recommends teams have a recovery protocol in place — ideally a team meal within 2 hours post-game. - Target: 1.0–1.2 g/kg carbohydrates + 0.3 g/kg protein (approximately 20–25 g for most players) within the first hour. - Chocolate milk has been validated in multiple studies as an effective recovery drink (provides ~4:1 carb:protein ratio, plus fluids and electrolytes). TRAVEL NUTRITION - College teams travel extensively. Key principles: - Pack portable nutrient-dense snacks (nuts, nut butter packets, protein bars with < 10 g sugar, jerky). - Avoid greasy/fast food on travel days — GI distress is a major performance risk. - Prioritize sleep and hydration during air travel. WEIGHT AND BODY COMPOSITION - Do NOT try to lose weight during the competitive season. - Pre-season is the appropriate time for body composition changes, with dietitian oversight."
C0104,S32,Basketball,Nutrition,NCAA Basketball - Sports Science and Performance Nutrition Guidelines,NCAA Sport Science Institute,"air travel. WEIGHT AND BODY COMPOSITION - Do NOT try to lose weight during the competitive season. - Pre-season is the appropriate time for body composition changes, with dietitian oversight. - Minimum body fat recommendations: Males: ≥ 5%; Females: ≥ 12%. KEY TAKEAWAYS - Game-day carbohydrate target: 7–10 g/kg total. - Pre-game meal 3–4 hours prior: High carbohydrate, moderate protein, low fat/fiber. - Chocolate milk is an excellent, accessible post-game recovery option. - Never attempt weight loss during the competitive season."
C0105,S33,Basketball,Recovery,NBA/NBPA Player Health and Wellness Recovery Science,NBPA / NBA Fitness Advisory,"SOURCE: NBA/NBPA Collective Bargaining Agreement - Player Health and Wellness / Recovery Science Annex (2023) ORGANIZATION: National Basketball Players Association (NBPA) / NBA Fitness Advisory CATEGORY: Basketball - Recovery ------------------------------------------------------------ OVERVIEW The NBA and NBPA jointly established player health and wellness protocols recognizing that fatigue management directly affects not only performance but long-term player health. These principles, adapted for recreational and club athletes, represent the most rigorous team sport recovery framework in professional basketball. THE NBA'S 82-GAME PROBLEM — AND ITS LESSONS Professional players face extreme cumulative fatigue across an 82-game season plus playoffs. Research from this context reveals principles that apply to any athlete training or competing multiple times per week: 1. Cumulative fatigue compounds. Week 10 of a season is more fatiguing than Week 1 at the same workload. 2. Sleep debt accumulates. Missing 30 minutes of sleep per night creates measurable performance deficits within 2 weeks. 3."
C0106,S33,Basketball,Recovery,NBA/NBPA Player Health and Wellness Recovery Science,NBPA / NBA Fitness Advisory,"season is more fatiguing than Week 1 at the same workload. 2. Sleep debt accumulates. Missing 30 minutes of sleep per night creates measurable performance deficits within 2 weeks. 3. Muscle function recovers in predictable windows: 48 hours for moderate sessions, 72 hours for maximal effort. SLEEP PROTOCOLS (NBA Advisory) - NBA teams have adopted sleep education programs with measurable results: - A landmark Stanford study on basketball players showed that sleep extension to 10 hours/night for 5–7 weeks improved sprint times by 5%, free throw percentage by 9%, and 3-point percentage by 9.2%. - Practical recommendations for club athletes: - Aim for 8–9 hours nightly during in-season. - Track sleep with even basic methods (notes, phone sleep app) to identify patterns. - Prioritize sleep over early-morning training sessions. ACTIVE RECOVERY SCIENCE - The NBA uses cycling, pool sessions, and yoga as primary active recovery modalities. - Active recovery (low-intensity"
C0107,S33,Basketball,Recovery,NBA/NBPA Player Health and Wellness Recovery Science,NBPA / NBA Fitness Advisory,"identify patterns. - Prioritize sleep over early-morning training sessions. ACTIVE RECOVERY SCIENCE - The NBA uses cycling, pool sessions, and yoga as primary active recovery modalities. - Active recovery (low-intensity movement, 20–30 minutes) the day after a game is superior to complete rest for: - Blood lactate clearance - Perceived soreness reduction - Maintaining range of motion - Pool walking or swimming is particularly effective because of hydrostatic pressure effects on reducing limb swelling. MASSAGE AND SOFT TISSUE THERAPY - Regular massage (1–2x/week) reduces perceived fatigue and muscle tension during congested schedules. - Self-massage with foam roller is an effective substitute for players without access to professional therapists. - Focus areas: calves, IT band, quadriceps, hip flexors, thoracic spine. - Protocol: 60–90 seconds per muscle group, 2–3 passes. COMPRESSION AND CRYOTHERAPY - Compression garments: Worn post-game and during travel. Reduce lower limb edema and perceived soreness. Best evidence for legs"
C0108,S33,Basketball,Recovery,NBA/NBPA Player Health and Wellness Recovery Science,NBPA / NBA Fitness Advisory,"Protocol: 60–90 seconds per muscle group, 2–3 passes. COMPRESSION AND CRYOTHERAPY - Compression garments: Worn post-game and during travel. Reduce lower limb edema and perceived soreness. Best evidence for legs (calves and thighs). - Whole-body cryotherapy (WBC) vs. cold water immersion (CWI): Both reduce soreness. CWI (ice bath) is more accessible and has stronger evidence for reducing CK and soreness at 24 hours. MENTAL RECOVERY AND MINDFULNESS - NBA teams increasingly employ sports psychologists and mindfulness programs. - Mental fatigue (from game pressure, analysis, media) is a separate but real recovery burden. - Recommended: 10 minutes of mindfulness breathing or progressive muscle relaxation after games before attempting sleep. KEY TAKEAWAYS - Sleep extension to 8–9 hours produces measurable performance improvements in basketball-specific skills. - Active recovery (cycling, pool sessions) the day after a game outperforms complete rest. - Foam roll calves, IT band, quads, and hip flexors for 60–90 seconds"
C0109,S33,Basketball,Recovery,NBA/NBPA Player Health and Wellness Recovery Science,NBPA / NBA Fitness Advisory,"in basketball-specific skills. - Active recovery (cycling, pool sessions) the day after a game outperforms complete rest. - Foam roll calves, IT band, quads, and hip flexors for 60–90 seconds each post-game. - Mental recovery is a real performance factor — use breathing or mindfulness to decompress after games."
C0110,S34,Strength Training,Training,NSCA JSCR - Evidence-Based Programming for Beginner and Intermediate Lifters,NSCA / Journal of Strength and Conditioning Research,"SOURCE: NSCA Journal of Strength and Conditioning Research - Evidence-Based Programming for Beginner and Intermediate Lifters (2023) ORGANIZATION: National Strength and Conditioning Association (NSCA) / Journal of Strength and Conditioning Research CATEGORY: Strength Training - Training ------------------------------------------------------------ OVERVIEW The NSCA publishes the most comprehensive evidence base for resistance training program design. This document synthesizes recent JSCR meta-analyses and position papers on optimal training frequency, volume, intensity, and exercise selection for beginner and intermediate lifters. WHAT THE RESEARCH SAYS ABOUT BEGINNER VS. INTERMEDIATE TRAINING - Beginners (< 6 months consistent training): Any rep range (5–30 reps), any frequency (2–5 days/week), any resistance (60–85% 1RM) produces significant strength gains. Technique is the limiting factor, not programming. - Intermediate (6 months – 2 years): Gains slow, requiring more specific stimulus. Must progressively overload and vary training stimulus. - Advanced (> 2 years): Require periodized, highly individualized programs for continued progress. OPTIMAL TRAINING FREQUENCY"
C0111,S34,Strength Training,Training,NSCA JSCR - Evidence-Based Programming for Beginner and Intermediate Lifters,NSCA / Journal of Strength and Conditioning Research,"years): Gains slow, requiring more specific stimulus. Must progressively overload and vary training stimulus. - Advanced (> 2 years): Require periodized, highly individualized programs for continued progress. OPTIMAL TRAINING FREQUENCY (JSCR Meta-Analysis, 2022) - Muscle group frequency: Training each muscle group 2x/week produces significantly greater hypertrophy than 1x/week. - Full-body workouts 3x/week (e.g., Mon/Wed/Fri) consistently outperform split routines for beginner and intermediate lifters on most hypertrophy and strength metrics. - 4–5 days/week of training is appropriate for intermediate lifters using upper/lower splits. VOLUME LANDMARKS (Evidence-Based) - Minimum Effective Volume (MEV): ~4–6 sets per muscle group per week. Below this produces no meaningful growth. - Maximum Adaptive Volume (MAV): ~12–20 sets per muscle group per week. This is the hypertrophy sweet spot. - Maximum Recoverable Volume (MRV): > 20–25 sets. Begins to exceed recovery capacity and cause overtraining. - Beginners should start at MEV and add 1–2 sets per week until"
C0112,S34,Strength Training,Training,NSCA JSCR - Evidence-Based Programming for Beginner and Intermediate Lifters,NSCA / Journal of Strength and Conditioning Research,"spot. - Maximum Recoverable Volume (MRV): > 20–25 sets. Begins to exceed recovery capacity and cause overtraining. - Beginners should start at MEV and add 1–2 sets per week until approaching MAV. INTENSITY AND PROGRESSION - Strength emphasis: 3–6 reps at 80–90% 1RM. - Hypertrophy emphasis: 8–15 reps at 65–80% 1RM. - Muscular endurance: 15–30 reps at 40–65% 1RM. - Linear progression (add weight each session) works effectively for beginners for the first 3–6 months. - When linear progression stalls, switch to wave loading (e.g., Week 1: 3x8, Week 2: 3x10, Week 3: 3x12, Week 4: 3x8 heavier). EXERCISE SELECTION PRIORITIES - Tier 1 (Must-have): Squat, hip hinge (deadlift/RDL), vertical push (overhead press), horizontal push (bench), vertical pull (pull-up/lat pulldown), horizontal pull (row). - Tier 2 (Important): Lunges, hip thrust, dips, face pulls, carries. - Tier 3 (Optional): Isolation exercises (curls, lateral raises, leg extension). Add after Tier 1 and"
C0113,S34,Strength Training,Training,NSCA JSCR - Evidence-Based Programming for Beginner and Intermediate Lifters,NSCA / Journal of Strength and Conditioning Research,"horizontal pull (row). - Tier 2 (Important): Lunges, hip thrust, dips, face pulls, carries. - Tier 3 (Optional): Isolation exercises (curls, lateral raises, leg extension). Add after Tier 1 and 2 are covered. SAMPLE BEGINNER PROGRAM (3 days/week, full-body) Day A: - Barbell Back Squat: 3x8 - Barbell Row: 3x8 - Barbell Bench Press: 3x8 - Plank: 3x30 sec Day B: - Romanian Deadlift: 3x8 - Overhead Press: 3x8 - Lat Pulldown: 3x10 - Farmer's Carry: 3x20 m KEY TAKEAWAYS - Train each muscle group 2x/week for maximum hypertrophy. - Start with 4–6 sets per muscle group per week and build toward 12–20. - Master Tier 1 movements before adding isolation exercises. - Linear progression (add weight each session) is the simplest effective strategy for beginners."
C0114,S35,Strength Training,Nutrition,USDA Dietary Guidelines for Athletes - Protein Quality and Timing,USDA / Academy of Nutrition and Dietetics,"SOURCE: USDA Dietary Guidelines for Athletes - Protein Quality, Timing, and Whole-Food Nutrition (2023) ORGANIZATION: United States Department of Agriculture (USDA) / Academy of Nutrition and Dietetics CATEGORY: Strength Training - Nutrition ------------------------------------------------------------ OVERVIEW The USDA Dietary Guidelines for Americans and the Academy of Nutrition and Dietetics (AND) provide the gold-standard framework for athlete nutrition in the United States. This document focuses on protein quality assessment, meal timing for strength athletes, and the superiority of whole-food strategies over supplement dependency. PROTEIN DIGESTIBILITY-CORRECTED AMINO ACID SCORE (PDCAAS) AND DIAAS - Not all proteins are equal. The Digestible Indispensable Amino Acid Score (DIAAS), adopted by the FAO/WHO, is the most accurate measure of protein quality. - DIAAS scores (scale 0–1+): - Whey protein concentrate: 1.09 (highest quality) - Eggs: 1.13 - Milk: 1.14 - Beef: 0.92 - Chicken breast: 0.92 - Soy protein isolate: 0.90 - Pea protein: 0.82 - Black beans:"
C0115,S35,Strength Training,Nutrition,USDA Dietary Guidelines for Athletes - Protein Quality and Timing,USDA / Academy of Nutrition and Dietetics,"protein concentrate: 1.09 (highest quality) - Eggs: 1.13 - Milk: 1.14 - Beef: 0.92 - Chicken breast: 0.92 - Soy protein isolate: 0.90 - Pea protein: 0.82 - Black beans: 0.75 - Wheat: 0.45 - Implication for plant-based athletes: Combine complementary plant proteins (peas + rice, beans + corn) to achieve a complete amino acid profile. LEUCINE THRESHOLD AND MUSCLE PROTEIN SYNTHESIS - Leucine is the primary amino acid that triggers muscle protein synthesis (MPS). - Threshold: ~0.03–0.05 g leucine per kg body weight per meal is required to fully stimulate MPS. - For a 75 kg athlete: 2.25–3.75 g leucine per meal. - Leucine content of common foods: - 30 g whey protein: ~2.7 g leucine ✓ - 200 g chicken breast: ~3.8 g leucine ✓ - 3 large eggs: ~1.8 g leucine (borderline) - 200 g black beans: ~1.0 g leucine (insufficient alone) MEAL TIMING SCIENCE - Pre-workout"
C0116,S35,Strength Training,Nutrition,USDA Dietary Guidelines for Athletes - Protein Quality and Timing,USDA / Academy of Nutrition and Dietetics,"g chicken breast: ~3.8 g leucine ✓ - 3 large eggs: ~1.8 g leucine (borderline) - 200 g black beans: ~1.0 g leucine (insufficient alone) MEAL TIMING SCIENCE - Pre-workout (1–2 hours before): - Carbohydrates: 0.5–1.0 g/kg (moderate glycemic index) for energy. - Protein: 20–25 g to prime anabolic environment. - Fat: Low (< 15 g) to avoid GI discomfort. - Post-workout (within 2 hours): - The ""anabolic window"" is real but wider than once thought. - Protein: 0.3–0.4 g/kg (20–40 g for most athletes). - Carbohydrates: 0.5–1.0 g/kg to replenish glycogen and support insulin response. - Pre-sleep nutrition: - 30–40 g of slow-digesting casein protein (cottage cheese, casein powder) before sleep increases overnight MPS by 25%. WHOLE FOOD STRATEGIES The AND emphasizes food-first approaches for most athletes: - Greek yogurt (175 g): 17 g protein, 150 kcal, calcium, probiotics. Excellent recovery snack. - Cottage cheese (200 g): 25 g"
C0117,S35,Strength Training,Nutrition,USDA Dietary Guidelines for Athletes - Protein Quality and Timing,USDA / Academy of Nutrition and Dietetics,"The AND emphasizes food-first approaches for most athletes: - Greek yogurt (175 g): 17 g protein, 150 kcal, calcium, probiotics. Excellent recovery snack. - Cottage cheese (200 g): 25 g casein protein. Ideal pre-sleep protein. - Eggs (3 whole): 18 g protein, healthy fats, choline (brain function). - Salmon (150 g): 30 g protein + omega-3 fatty acids (1.5–2 g EPA/DHA). Anti-inflammatory. CALORIC NEEDS FOR STRENGTH TRAINING - To build muscle (caloric surplus): Add 200–500 kcal/day above maintenance. - To maintain muscle while losing fat (recomposition): Eat at maintenance with high protein (2.0–2.4 g/kg). - Estimate maintenance calories: Body weight (kg) × 33–38 (for active individuals training 3–5x/week). KEY TAKEAWAYS - Prioritize high-DIAAS protein sources (eggs, dairy, meat, whey) for maximal MPS. - Hit 0.03 g leucine/kg per meal to fully trigger muscle protein synthesis. - Eat protein within 2 hours post-workout; pre-sleep casein is a bonus. - A 200–500"
C0118,S35,Strength Training,Nutrition,USDA Dietary Guidelines for Athletes - Protein Quality and Timing,USDA / Academy of Nutrition and Dietetics,maximal MPS. - Hit 0.03 g leucine/kg per meal to fully trigger muscle protein synthesis. - Eat protein within 2 hours post-workout; pre-sleep casein is a bonus. - A 200–500 kcal surplus is sufficient to build muscle without excessive fat gain.
C0119,S36,Strength Training,Recovery,ACSM Position Stand - Recovery and Adaptation in Resistance Training,American College of Sports Medicine,"SOURCE: ACSM Position Stand - Recovery and Adaptation in Resistance Training - A Comprehensive Review (2022) ORGANIZATION: American College of Sports Medicine (ACSM) CATEGORY: Strength Training - Recovery ------------------------------------------------------------ OVERVIEW This ACSM position stand synthesizes over 200 peer-reviewed studies on recovery from resistance training, covering the biological mechanisms of muscle adaptation, evidence-based recovery strategies, and the role of individual variation in recovery capacity. THE BIOLOGY OF RECOVERY AND ADAPTATION 1. Supercompensation Principle - Training applies a stress that temporarily reduces performance (fatigue/damage phase). - During recovery, the body rebuilds beyond its previous capacity (supercompensation). - The next training session should be timed to hit the supercompensation peak. Train too soon = cumulative fatigue. Train too late = return to baseline. - For beginners: supercompensation window is 48–72 hours for most muscle groups. - For advanced lifters using heavy loads: 72–96 hours for lower body compound movements. 2. Molecular Mechanisms -"
C0120,S36,Strength Training,Recovery,ACSM Position Stand - Recovery and Adaptation in Resistance Training,American College of Sports Medicine,- For beginners: supercompensation window is 48–72 hours for most muscle groups. - For advanced lifters using heavy loads: 72–96 hours for lower body compound movements. 2. Molecular Mechanisms - Muscle protein synthesis (MPS) is elevated for 24–48 hours after a resistance training session. - Combining resistance exercise with adequate protein maximizes MPS response. - Inflammation (necessary for adaptation) peaks at 12–24 hours and resolves by 72 hours with proper nutrition and sleep. EVIDENCE-BASED RECOVERY MODALITIES — RANKED BY EVIDENCE STRENGTH 1. Sleep (Strongest Evidence — Grade A) - Non-negotiable. 8+ hours for strength athletes. - Growth hormone secretion during deep sleep is critical for muscle protein synthesis. - Sleep restriction to 5 hours/night for 5 days reduces testosterone by 10–15%. 2. Nutrition Timing (Strong Evidence — Grade A) - Post-workout protein: 20–40 g within 2 hours. - Carbohydrates post-workout: 0.5–1.0 g/kg to replenish glycogen. - Total daily protein: 1.6–2.2
C0121,S36,Strength Training,Recovery,ACSM Position Stand - Recovery and Adaptation in Resistance Training,American College of Sports Medicine,"10–15%. 2. Nutrition Timing (Strong Evidence — Grade A) - Post-workout protein: 20–40 g within 2 hours. - Carbohydrates post-workout: 0.5–1.0 g/kg to replenish glycogen. - Total daily protein: 1.6–2.2 g/kg/day. 3. Active Recovery (Good Evidence — Grade B) - Light aerobic work (cycling, walking, swimming) the day after a heavy session increases blood flow and reduces DOMS without inducing further damage. - Protocol: 20–30 minutes at < 60% VO2max (you can hold a conversation). 4. Cold Water Immersion (Good Evidence — Grade B for Soreness, Caution for Hypertrophy) - CWI effectively reduces DOMS and perceived fatigue. - CAUTION: Chronic CWI after strength training may blunt long-term hypertrophy by suppressing the inflammatory signaling needed for adaptation. Use strategically (high-volume weeks, tournaments) not routinely after every session if hypertrophy is the goal. 5. Foam Rolling/Self-Myofascial Release (Moderate Evidence — Grade C) - Reduces perceived soreness and improves short-term range of motion."
C0122,S36,Strength Training,Recovery,ACSM Position Stand - Recovery and Adaptation in Resistance Training,American College of Sports Medicine,"tournaments) not routinely after every session if hypertrophy is the goal. 5. Foam Rolling/Self-Myofascial Release (Moderate Evidence — Grade C) - Reduces perceived soreness and improves short-term range of motion. - Does not significantly accelerate physiological recovery, but improves movement quality for the next session. 6. Compression Garments (Moderate Evidence — Grade C) - Reduces perceived soreness, especially in legs post-lower body workout. - Best benefit with 12–24 hours of continuous wear after training. DELOAD SCIENCE - A formal deload (50% volume reduction) every 4–8 weeks prevents accumulated fatigue from masking fitness gains. - Post-deload performance typically exceeds pre-deload performance (supercompensation at the mesocycle level). - Deload does NOT mean no training. Reduce volume, maintain intensity. INDIVIDUAL VARIATION IN RECOVERY - Age: Recovery capacity decreases after ~35. Older athletes may need 72–96 hours between sessions for the same muscle group. - Training history: More trained = faster recovery per session,"
C0123,S36,Strength Training,Recovery,ACSM Position Stand - Recovery and Adaptation in Resistance Training,American College of Sports Medicine,"- Age: Recovery capacity decreases after ~35. Older athletes may need 72–96 hours between sessions for the same muscle group. - Training history: More trained = faster recovery per session, but also slower recovery from true maximum effort. - Nutrition status: Caloric deficit significantly extends recovery time. Prioritize adequate energy intake. - Stress and sleep: Work, life stress, and poor sleep are the #1 non-training factors slowing recovery. KEY TAKEAWAYS - Sleep 8+ hours nightly — it is irreplaceable. - Post-workout protein (20–40 g) within 2 hours maximizes MPS. - Use CWI for soreness reduction during heavy training weeks, but avoid routinely if hypertrophy is the goal. - Deload every 4–8 weeks. Post-deload performance exceeds pre-deload performance consistently. - Individual factors (age, stress, sleep quality) matter as much as the program."
